Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
11457,309,99,3,4,4,8.56,0,0.76
11458,324,100,3,4,5,8.64,1,0.78
11459,326,102,4,5,5,8.76,1,0.77
11460,331,119,4,5,4.5,9.34,1,0.9
11461,327,108,5,5,3.5,9.13,1,0.87
11462,312,104,3,3.5,4,8.09,0,0.71
11463,308,103,2,2.5,4,8.36,1,0.7
11464,324,111,3,2.5,1.5,8.79,1,0.7
11465,325,110,2,3,2.5,8.76,1,0.75
11466,313,102,3,2.5,2.5,8.68,0,0.71
11467,312,105,2,2,2.5,8.45,0,0.72
11468,314,107,3,3,3.5,8.17,1,0.73
11469,327,113,4,4.5,5,9.14,0,0.83
11470,308,108,4,4.5,5,8.34,0,0.77
11471,306,105,2,2.5,3,8.22,1,0.72
11472,299,96,2,1.5,2,7.86,0,0.54
11473,294,95,1,1.5,1.5,7.64,0,0.49
11474,312,99,1,1,1.5,8.01,1,0.52
11475,315,100,1,2,2.5,7.95,0,0.58
11476,322,110,3,3.5,3,8.96,1,0.78
11477,329,113,5,5,4.5,9.45,1,0.89
11478,320,101,2,2.5,3,8.62,0,0.7
11479,308,103,2,3,3.5,8.49,0,0.66
11480,304,102,2,3,4,8.73,0,0.67
11481,311,102,3,4.5,4,8.64,1,0.68
11482,317,110,3,4,4.5,9.11,1,0.8
11483,312,106,3,4,3.5,8.79,1,0.81
11484,321,111,3,2.5,3,8.9,1,0.8
11485,340,112,4,5,4.5,9.66,1,0.94
11486,331,116,5,4,4,9.26,1,0.93
11487,336,118,5,4.5,4,9.19,1,0.92
11488,324,114,5,5,4.5,9.08,1,0.89
11489,314,104,4,5,5,9.02,0,0.82
11490,313,109,3,4,3.5,9,0,0.79
11491,307,105,2,2.5,3,7.65,0,0.58
11492,300,102,2,1.5,2,7.87,0,0.56
11493,302,99,2,1,2,7.97,0,0.56
11494,312,98,1,3.5,3,8.18,1,0.64
11495,316,101,2,2.5,2,8.32,1,0.61
11496,317,100,2,3,2.5,8.57,0,0.68
11497,310,107,3,3.5,3.5,8.67,0,0.76
11498,320,120,3,4,4.5,9.11,0,0.86
11499,330,114,3,4.5,4.5,9.24,1,0.9
11500,305,112,3,3,3.5,8.65,0,0.71
11501,309,106,2,2.5,2.5,8,0,0.62
11502,319,108,2,2.5,3,8.76,0,0.66
11503,322,105,2,3,3,8.45,1,0.65
11504,323,107,3,3.5,3.5,8.55,1,0.73
11505,313,106,2,2.5,2,8.43,0,0.62
11506,321,109,3,3.5,3.5,8.8,1,0.74
11507,323,110,3,4,3.5,9.1,1,0.79
11508,325,112,4,4,4,9,1,0.8
11509,312,108,3,3.5,3,8.53,0,0.69
11510,308,110,4,3.5,3,8.6,0,0.7
11511,320,104,3,3,3.5,8.74,1,0.76
11512,328,108,4,4.5,4,9.18,1,0.84
11513,311,107,4,4.5,4.5,9,1,0.78
11514,301,100,3,3.5,3,8.04,0,0.67
11515,305,105,2,3,4,8.13,0,0.66
11516,308,104,2,2.5,3,8.07,0,0.65
11517,298,101,2,1.5,2,7.86,0,0.54
11518,300,99,1,1,2.5,8.01,0,0.58
11519,324,111,3,2.5,2,8.8,1,0.79
11520,327,113,4,3.5,3,8.69,1,0.8
11521,317,106,3,4,3.5,8.5,1,0.75
11522,323,104,3,4,4,8.44,1,0.73
11523,314,107,2,2.5,4,8.27,0,0.72
11524,305,102,2,2,2.5,8.18,0,0.62
11525,315,104,3,3,2.5,8.33,0,0.67
11526,326,116,3,3.5,4,9.14,1,0.81
11527,299,100,3,2,2,8.02,0,0.63
11528,295,101,2,2.5,2,7.86,0,0.69
11529,324,112,4,4,3.5,8.77,1,0.8
11530,297,96,2,2.5,1.5,7.89,0,0.43
11531,327,113,3,3.5,3,8.66,1,0.8
11532,311,105,2,3,2,8.12,1,0.73
11533,308,106,3,3.5,2.5,8.21,1,0.75
11534,319,108,3,3,3.5,8.54,1,0.71
11535,312,107,4,4.5,4,8.65,1,0.73
11536,325,111,4,4,4.5,9.11,1,0.83
11537,319,110,3,3,2.5,8.79,0,0.72
11538,332,118,5,5,5,9.47,1,0.94
11539,323,108,5,4,4,8.74,1,0.81
11540,324,107,5,3.5,4,8.66,1,0.81
11541,312,107,3,3,3,8.46,1,0.75
11542,326,110,3,3.5,3.5,8.76,1,0.79
11543,308,106,3,3,3,8.24,0,0.58
11544,305,103,2,2.5,3.5,8.13,0,0.59
11545,295,96,2,1.5,2,7.34,0,0.47
11546,316,98,1,1.5,2,7.43,0,0.49
11547,304,97,2,1.5,2,7.64,0,0.47
11548,299,94,1,1,1,7.34,0,0.42
11549,302,99,1,2,2,7.25,0,0.57
11550,313,101,3,2.5,3,8.04,0,0.62
11551,318,107,3,3,3.5,8.27,1,0.74
11552,325,110,4,3.5,4,8.67,1,0.73
11553,303,100,2,3,3.5,8.06,1,0.64
11554,300,102,3,3.5,2.5,8.17,0,0.63
11555,297,98,2,2.5,3,7.67,0,0.59
11556,317,106,2,2,3.5,8.12,0,0.73
11557,327,109,3,3.5,4,8.77,1,0.79
11558,301,104,2,3.5,3.5,7.89,1,0.68
11559,314,105,2,2.5,2,7.64,0,0.7
11560,321,107,2,2,1.5,8.44,0,0.81
11561,322,110,3,4,5,8.64,1,0.85
11562,334,116,4,4,3.5,9.54,1,0.93
11563,338,115,5,4.5,5,9.23,1,0.91
11564,306,103,2,2.5,3,8.36,0,0.69
11565,313,102,3,3.5,4,8.9,1,0.77
11566,330,114,4,4.5,3,9.17,1,0.86
11567,320,104,3,3.5,4.5,8.34,1,0.74
11568,311,98,1,1,2.5,7.46,0,0.57
11569,298,92,1,2,2,7.88,0,0.51
11570,301,98,1,2,3,8.03,1,0.67
11571,310,103,2,2.5,2.5,8.24,0,0.72
11572,324,110,3,3.5,3,9.22,1,0.89
11573,336,119,4,4.5,4,9.62,1,0.95
11574,321,109,3,3,3,8.54,1,0.79
11575,315,105,2,2,2.5,7.65,0,0.39
11576,304,101,2,2,2.5,7.66,0,0.38
11577,297,96,2,2.5,2,7.43,0,0.34
11578,290,100,1,1.5,2,7.56,0,0.47
11579,303,98,1,2,2.5,7.65,0,0.56
11580,311,99,1,2.5,3,8.43,1,0.71
11581,322,104,3,3.5,4,8.84,1,0.78
11582,319,105,3,3,3.5,8.67,1,0.73
11583,324,110,4,4.5,4,9.15,1,0.82
11584,300,100,3,3,3.5,8.26,0,0.62
11585,340,113,4,5,5,9.74,1,0.96
11586,335,117,5,5,5,9.82,1,0.96
11587,302,101,2,2.5,3.5,7.96,0,0.46
11588,307,105,2,2,3.5,8.1,0,0.53
11589,296,97,2,1.5,2,7.8,0,0.49
11590,320,108,3,3.5,4,8.44,1,0.76
11591,314,102,2,2,2.5,8.24,0,0.64
11592,318,106,3,2,3,8.65,0,0.71
11593,326,112,4,4,3.5,9.12,1,0.84
11594,317,104,2,3,3,8.76,0,0.77
11595,329,111,4,4.5,4,9.23,1,0.89
11596,324,110,3,3.5,3.5,9.04,1,0.82
11597,325,107,3,3,3.5,9.11,1,0.84
11598,330,116,4,5,4.5,9.45,1,0.91
11599,312,103,3,3.5,4,8.78,0,0.67
11600,333,117,4,5,4,9.66,1,0.95
11601,337,118,4,4.5,4.5,9.65,1,0.92
11602,324,107,4,4,4.5,8.87,1,0.76
11603,316,104,3,3,3.5,8,1,0.72
11604,322,110,3,3.5,2.5,8.67,1,0.8
11605,314,103,2,2,3,8.21,0,0.65
11606,330,115,5,4.5,3,9.34,1,0.9
11607,321,109,3,3,4,8.2,1,0.75
11608,308,101,2,3,4,7.9,0,0.68
11609,302,102,1,2,1.5,8,0,0.5
11610,323,108,3,3.5,3,8.6,0,0.45
11611,325,106,3,3.5,4,8.4,1,0.52
11612,327,111,4,4,4.5,9,1,0.84
11613,328,112,4,4,4.5,9.1,1,0.78
11614,307,109,3,4,3,8,1,0.62
11615,311,104,3,3.5,2,8.2,1,0.61
11616,314,105,3,3.5,2.5,8.3,0,0.54
11617,317,107,3,4,3,8.7,0,0.66
11618,319,106,3,4,3,8,1,0.65
11619,318,110,3,4,3,8.8,0,0.63
11620,303,102,3,3.5,3,8.5,0,0.62
11621,312,107,3,3,2,7.9,1,0.64
11622,325,114,4,3,2,8.4,0,0.7
11623,328,116,5,5,5,9.5,1,0.94
11624,334,119,5,5,4.5,9.7,1,0.95
11625,336,119,5,4,3.5,9.8,1,0.97
11626,340,120,5,4.5,4.5,9.6,1,0.94
11627,322,109,5,4.5,3.5,8.8,0,0.76
11628,298,98,2,1.5,2.5,7.5,1,0.44
11629,295,93,1,2,2,7.2,0,0.46
11630,310,99,2,1.5,2,7.3,0,0.54
11631,300,97,2,3,3,8.1,1,0.65
11632,327,103,3,4,4,8.3,1,0.74
11633,338,118,4,3,4.5,9.4,1,0.91
11634,340,114,5,4,4,9.6,1,0.9
11635,331,112,5,4,5,9.8,1,0.94
11636,320,110,5,5,5,9.2,1,0.88
11637,299,106,2,4,4,8.4,0,0.64
11638,300,105,1,1,2,7.8,0,0.58
11639,304,105,1,3,1.5,7.5,0,0.52
11640,307,108,2,4,3.5,7.7,0,0.48
11641,308,110,3,3.5,3,8,1,0.46
11642,316,105,2,2.5,2.5,8.2,1,0.49
11643,313,107,2,2.5,2,8.5,1,0.53
11644,332,117,4,4.5,4,9.1,0,0.87
11645,326,113,5,4.5,4,9.4,1,0.91
11646,322,110,5,5,4,9.1,1,0.88
11647,329,114,5,4,5,9.3,1,0.86
11648,339,119,5,4.5,4,9.7,0,0.89
11649,321,110,3,3.5,5,8.85,1,0.82
11650,327,111,4,3,4,8.4,1,0.78
11651,313,98,3,2.5,4.5,8.3,1,0.76
11652,312,100,2,1.5,3.5,7.9,1,0.56
11653,334,116,4,4,3,8,1,0.78
11654,324,112,4,4,2.5,8.1,1,0.72
11655,322,110,3,3,3.5,8,0,0.7
11656,320,103,3,3,3,7.7,0,0.64
11657,316,102,3,2,3,7.4,0,0.64
11658,298,99,2,4,2,7.6,0,0.46
11659,300,99,1,3,2,6.8,1,0.36
11660,311,104,2,2,2,8.3,0,0.42
11661,309,100,2,3,3,8.1,0,0.48
11662,307,101,3,4,3,8.2,0,0.47
11663,304,105,2,3,3,8.2,1,0.54
11664,315,107,2,4,3,8.5,1,0.56
11665,325,111,3,3,3.5,8.7,0,0.52
11666,325,112,4,3.5,3.5,8.92,0,0.55
11667,327,114,3,3,3,9.02,0,0.61
11668,316,107,2,3.5,3.5,8.64,1,0.57
11669,318,109,3,3.5,4,9.22,1,0.68
11670,328,115,4,4.5,4,9.16,1,0.78
11671,332,118,5,5,5,9.64,1,0.94
11672,336,112,5,5,5,9.76,1,0.96
11673,321,111,5,5,5,9.45,1,0.93
11674,314,108,4,4.5,4,9.04,1,0.84
11675,314,106,3,3,5,8.9,0,0.74
11676,329,114,2,2,4,8.56,1,0.72
11677,327,112,3,3,3,8.72,1,0.74
11678,301,99,2,3,2,8.22,0,0.64
11679,296,95,2,3,2,7.54,1,0.44
11680,294,93,1,1.5,2,7.36,0,0.46
11681,312,105,3,2,3,8.02,1,0.5
11682,340,120,4,5,5,9.5,1,0.96
11683,320,110,5,5,4.5,9.22,1,0.92
11684,322,115,5,4,4.5,9.36,1,0.92
11685,340,115,5,4.5,4.5,9.45,1,0.94
11686,319,103,4,4.5,3.5,8.66,0,0.76
11687,315,106,3,4.5,3.5,8.42,0,0.72
11688,317,107,2,3.5,3,8.28,0,0.66
11689,314,108,3,4.5,3.5,8.14,0,0.64
11690,316,109,4,4.5,3.5,8.76,1,0.74
11691,318,106,2,4,4,7.92,1,0.64
11692,299,97,3,5,3.5,7.66,0,0.38
11693,298,98,2,4,3,8.03,0,0.34
11694,301,97,2,3,3,7.88,1,0.44
11695,303,99,3,2,2.5,7.66,0,0.36
11696,304,100,4,1.5,2.5,7.84,0,0.42
11697,306,100,2,3,3,8,0,0.48
11698,331,120,3,4,4,8.96,1,0.86
11699,332,119,4,5,4.5,9.24,1,0.9
11700,323,113,3,4,4,8.88,1,0.79
11701,322,107,3,3.5,3.5,8.46,1,0.71
11702,312,105,2,2.5,3,8.12,0,0.64
11703,314,106,2,4,3.5,8.25,0,0.62
11704,317,104,2,4.5,4,8.47,0,0.57
11705,326,112,3,3.5,3,9.05,1,0.74
11706,316,110,3,4,4.5,8.78,1,0.69
11707,329,111,4,4.5,4.5,9.18,1,0.87
11708,338,117,4,3.5,4.5,9.46,1,0.91
11709,331,116,5,5,5,9.38,1,0.93
11710,304,103,5,5,4,8.64,0,0.68
11711,305,108,5,3,3,8.48,0,0.61
11712,321,109,4,4,4,8.68,1,0.69
11713,301,107,3,3.5,3.5,8.34,1,0.62
11714,320,110,2,4,3.5,8.56,0,0.72
11715,311,105,3,3.5,3,8.45,1,0.59
11716,310,106,4,4.5,4.5,9.04,1,0.66
11717,299,102,3,4,3.5,8.62,0,0.56
11718,290,104,4,2,2.5,7.46,0,0.45
11719,296,99,2,3,3.5,7.28,0,0.47
11720,327,104,5,3,3.5,8.84,1,0.71
11721,335,117,5,5,5,9.56,1,0.94
11722,334,119,5,4.5,4.5,9.48,1,0.94
11723,310,106,4,1.5,2.5,8.36,0,0.57
11724,308,108,3,3.5,3.5,8.22,0,0.61
11725,301,106,4,2.5,3,8.47,0,0.57
11726,300,100,3,2,3,8.66,1,0.64
11727,323,113,3,4,3,9.32,1,0.85
11728,319,112,3,2.5,2,8.71,1,0.78
11729,326,112,3,3.5,3,9.1,1,0.84
11730,333,118,5,5,5,9.35,1,0.92
11731,339,114,5,4,4.5,9.76,1,0.96
11732,303,105,5,5,4.5,8.65,0,0.77
11733,309,105,5,3.5,3.5,8.56,0,0.71
11734,323,112,5,4,4.5,8.78,0,0.79
11735,333,113,5,4,4,9.28,1,0.89
11736,314,109,4,3.5,4,8.77,1,0.82
11737,312,103,3,5,4,8.45,0,0.76
11738,316,100,2,1.5,3,8.16,1,0.71
11739,326,116,2,4.5,3,9.08,1,0.8
11740,318,109,1,3.5,3.5,9.12,0,0.78
11741,329,110,2,4,3,9.15,1,0.84
11742,332,118,2,4.5,3.5,9.36,1,0.9
11743,331,115,5,4,3.5,9.44,1,0.92
11744,340,120,4,4.5,4,9.92,1,0.97
11745,325,112,2,3,3.5,8.96,1,0.8
11746,320,113,2,2,2.5,8.64,1,0.81
11747,315,105,3,2,2.5,8.48,0,0.75
11748,326,114,3,3,3,9.11,1,0.83
11749,339,116,4,4,3.5,9.8,1,0.96
11750,311,106,2,3.5,3,8.26,1,0.79
11751,334,114,4,4,4,9.43,1,0.93
11752,332,116,5,5,5,9.28,1,0.94
11753,321,112,5,5,5,9.06,1,0.86
11754,324,105,3,3,4,8.75,0,0.79
11755,326,108,3,3,3.5,8.89,0,0.8
11756,312,109,3,3,3,8.69,0,0.77
11757,315,105,3,2,2.5,8.34,0,0.7
11758,309,104,2,2,2.5,8.26,0,0.65
11759,306,106,2,2,2.5,8.14,0,0.61
11760,297,100,1,1.5,2,7.9,0,0.52
11761,315,103,1,1.5,2,7.86,0,0.57
11762,298,99,1,1.5,3,7.46,0,0.53
11763,318,109,3,3,3,8.5,0,0.67
11764,317,105,3,3.5,3,8.56,0,0.68
11765,329,111,4,4.5,4,9.01,1,0.81
11766,322,110,5,4.5,4,8.97,0,0.78
11767,302,102,3,3.5,5,8.33,0,0.65
11768,313,102,3,2,3,8.27,0,0.64
11769,293,97,2,2,4,7.8,1,0.64
11770,311,99,2,2.5,3,7.98,0,0.65
11771,312,101,2,2.5,3.5,8.04,1,0.68
11772,334,117,5,4,4.5,9.07,1,0.89
11773,322,110,4,4,5,9.13,1,0.86
11774,323,113,4,4,4.5,9.23,1,0.89
11775,321,111,4,4,4,8.97,1,0.87
11776,320,111,4,4.5,3.5,8.87,1,0.85
11777,329,119,4,4.5,4.5,9.16,1,0.9
11778,319,110,3,3.5,3.5,9.04,0,0.82
11779,309,108,3,2.5,3,8.12,0,0.72
11780,307,102,3,3,3,8.27,0,0.73
11781,300,104,3,3.5,3,8.16,0,0.71
11782,305,107,2,2.5,2.5,8.42,0,0.71
11783,299,100,2,3,3.5,7.88,0,0.68
11784,314,110,3,4,4,8.8,0,0.75
11785,316,106,2,2.5,4,8.32,0,0.72
11786,327,113,4,4.5,4.5,9.11,1,0.89
11787,317,107,3,3.5,3,8.68,1,0.84
11788,335,118,5,4.5,3.5,9.44,1,0.93
11789,331,115,5,4.5,3.5,9.36,1,0.93
11790,324,112,5,5,5,9.08,1,0.88
11791,324,111,5,4.5,4,9.16,1,0.9
11792,323,110,5,4,5,8.98,1,0.87
11793,322,114,5,4.5,4,8.94,1,0.86
11794,336,118,5,4.5,5,9.53,1,0.94
11795,316,109,3,3.5,3,8.76,0,0.77
11796,307,107,2,3,3.5,8.52,1,0.78
11797,306,105,2,3,2.5,8.26,0,0.73
11798,310,106,2,3.5,2.5,8.33,0,0.73
11799,311,104,3,4.5,4.5,8.43,0,0.7
11800,313,107,3,4,4.5,8.69,0,0.72
11801,317,103,3,2.5,3,8.54,1,0.73
11802,315,110,2,3.5,3,8.46,1,0.72
11803,340,120,5,4.5,4.5,9.91,1,0.97
11804,334,120,5,4,5,9.87,1,0.97
11805,298,105,3,3.5,4,8.54,0,0.69
11806,295,99,2,2.5,3,7.65,0,0.57
11807,315,99,2,3.5,3,7.89,0,0.63
11808,310,102,3,3.5,4,8.02,1,0.66
11809,305,106,2,3,3,8.16,0,0.64
11810,301,104,3,3.5,4,8.12,1,0.68
11811,325,108,4,4.5,4,9.06,1,0.79
11812,328,110,4,5,4,9.14,1,0.82
11813,338,120,4,5,5,9.66,1,0.95
11814,333,119,5,5,4.5,9.78,1,0.96
11815,331,117,4,4.5,5,9.42,1,0.94
11816,330,116,5,5,4.5,9.36,1,0.93
11817,322,112,4,4.5,4.5,9.26,1,0.91
11818,321,109,4,4,4,9.13,1,0.85
11819,324,110,4,3,3.5,8.97,1,0.84
11820,312,104,3,3.5,3.5,8.42,0,0.74
11821,313,103,3,4,4,8.75,0,0.76
11822,316,110,3,3.5,4,8.56,0,0.75
11823,324,113,4,4.5,4,8.79,0,0.76
11824,308,109,2,3,4,8.45,0,0.71
11825,305,105,2,3,2,8.23,0,0.67
11826,296,99,2,2.5,2.5,8.03,0,0.61
11827,306,110,2,3.5,4,8.45,0,0.63
11828,312,110,2,3.5,3,8.53,0,0.64
11829,318,112,3,4,3.5,8.67,0,0.71
11830,324,111,4,3,3,9.01,1,0.82
11831,313,104,3,4,4.5,8.65,0,0.73
11832,319,106,3,3.5,2.5,8.33,1,0.74
11833,312,107,2,2.5,3.5,8.27,0,0.69
11834,304,100,2,2.5,3.5,8.07,0,0.64
11835,330,113,5,5,4,9.31,1,0.91
11836,326,111,5,4.5,4,9.23,1,0.88
11837,325,112,4,4,4.5,9.17,1,0.85
11838,329,114,5,4.5,5,9.19,1,0.86
11839,310,104,3,2,3.5,8.37,0,0.7
11840,299,100,1,1.5,2,7.89,0,0.59
11841,296,101,1,2.5,3,7.68,0,0.6
11842,317,103,2,2.5,2,8.15,0,0.65
11843,324,115,3,3.5,3,8.76,1,0.7
11844,325,114,3,3.5,3,9.04,1,0.76
11845,314,107,2,2.5,4,8.56,0,0.63
11846,328,110,4,4,2.5,9.02,1,0.81
11847,316,105,3,3,3.5,8.73,0,0.72
11848,311,104,2,2.5,3.5,8.48,0,0.71
11849,324,110,3,3.5,4,8.87,1,0.8
11850,321,111,3,3.5,4,8.83,1,0.77
11851,320,104,3,3,2.5,8.57,1,0.74
11852,316,99,2,2.5,3,9,0,0.7
11853,318,100,2,2.5,3.5,8.54,1,0.71
11854,335,115,4,4.5,4.5,9.68,1,0.93
11855,321,114,4,4,5,9.12,0,0.85
11856,307,110,4,4,4.5,8.37,0,0.79
11857,309,99,3,4,4,8.56,0,0.76
11858,324,100,3,4,5,8.64,1,0.78
11859,326,102,4,5,5,8.76,1,0.77
11860,331,119,4,5,4.5,9.34,1,0.9
11861,327,108,5,5,3.5,9.13,1,0.87
11862,312,104,3,3.5,4,8.09,0,0.71
11863,308,103,2,2.5,4,8.36,1,0.7
11864,324,111,3,2.5,1.5,8.79,1,0.7
11865,325,110,2,3,2.5,8.76,1,0.75
11866,313,102,3,2.5,2.5,8.68,0,0.71
11867,312,105,2,2,2.5,8.45,0,0.72
11868,314,107,3,3,3.5,8.17,1,0.73
11869,327,113,4,4.5,5,9.14,0,0.83
11870,308,108,4,4.5,5,8.34,0,0.77
11871,306,105,2,2.5,3,8.22,1,0.72
11872,299,96,2,1.5,2,7.86,0,0.54
11873,294,95,1,1.5,1.5,7.64,0,0.49
11874,312,99,1,1,1.5,8.01,1,0.52
11875,315,100,1,2,2.5,7.95,0,0.58
11876,322,110,3,3.5,3,8.96,1,0.78
11877,329,113,5,5,4.5,9.45,1,0.89
11878,320,101,2,2.5,3,8.62,0,0.7
11879,308,103,2,3,3.5,8.49,0,0.66
11880,304,102,2,3,4,8.73,0,0.67
11881,311,102,3,4.5,4,8.64,1,0.68
11882,317,110,3,4,4.5,9.11,1,0.8
11883,312,106,3,4,3.5,8.79,1,0.81
11884,321,111,3,2.5,3,8.9,1,0.8
11885,340,112,4,5,4.5,9.66,1,0.94
11886,331,116,5,4,4,9.26,1,0.93
11887,336,118,5,4.5,4,9.19,1,0.92
11888,324,114,5,5,4.5,9.08,1,0.89
11889,314,104,4,5,5,9.02,0,0.82
11890,313,109,3,4,3.5,9,0,0.79
11891,307,105,2,2.5,3,7.65,0,0.58
11892,300,102,2,1.5,2,7.87,0,0.56
11893,302,99,2,1,2,7.97,0,0.56
11894,312,98,1,3.5,3,8.18,1,0.64
11895,316,101,2,2.5,2,8.32,1,0.61
11896,317,100,2,3,2.5,8.57,0,0.68
11897,310,107,3,3.5,3.5,8.67,0,0.76
11898,320,120,3,4,4.5,9.11,0,0.86
11899,330,114,3,4.5,4.5,9.24,1,0.9
11900,305,112,3,3,3.5,8.65,0,0.71
11901,309,106,2,2.5,2.5,8,0,0.62
11902,319,108,2,2.5,3,8.76,0,0.66
11903,322,105,2,3,3,8.45,1,0.65
11904,323,107,3,3.5,3.5,8.55,1,0.73
11905,313,106,2,2.5,2,8.43,0,0.62
11906,321,109,3,3.5,3.5,8.8,1,0.74
11907,323,110,3,4,3.5,9.1,1,0.79
11908,325,112,4,4,4,9,1,0.8
11909,312,108,3,3.5,3,8.53,0,0.69
11910,308,110,4,3.5,3,8.6,0,0.7
11911,320,104,3,3,3.5,8.74,1,0.76
11912,328,108,4,4.5,4,9.18,1,0.84
11913,311,107,4,4.5,4.5,9,1,0.78
11914,301,100,3,3.5,3,8.04,0,0.67
11915,305,105,2,3,4,8.13,0,0.66
11916,308,104,2,2.5,3,8.07,0,0.65
11917,298,101,2,1.5,2,7.86,0,0.54
11918,300,99,1,1,2.5,8.01,0,0.58
11919,324,111,3,2.5,2,8.8,1,0.79
11920,327,113,4,3.5,3,8.69,1,0.8
11921,317,106,3,4,3.5,8.5,1,0.75
11922,323,104,3,4,4,8.44,1,0.73
11923,314,107,2,2.5,4,8.27,0,0.72
11924,305,102,2,2,2.5,8.18,0,0.62
11925,315,104,3,3,2.5,8.33,0,0.67
11926,326,116,3,3.5,4,9.14,1,0.81
11927,299,100,3,2,2,8.02,0,0.63
11928,295,101,2,2.5,2,7.86,0,0.69
11929,324,112,4,4,3.5,8.77,1,0.8
11930,297,96,2,2.5,1.5,7.89,0,0.43
11931,327,113,3,3.5,3,8.66,1,0.8
11932,311,105,2,3,2,8.12,1,0.73
11933,308,106,3,3.5,2.5,8.21,1,0.75
11934,319,108,3,3,3.5,8.54,1,0.71
11935,312,107,4,4.5,4,8.65,1,0.73
11936,325,111,4,4,4.5,9.11,1,0.83
11937,319,110,3,3,2.5,8.79,0,0.72
11938,332,118,5,5,5,9.47,1,0.94
11939,323,108,5,4,4,8.74,1,0.81
11940,324,107,5,3.5,4,8.66,1,0.81
11941,312,107,3,3,3,8.46,1,0.75
11942,326,110,3,3.5,3.5,8.76,1,0.79
11943,308,106,3,3,3,8.24,0,0.58
11944,305,103,2,2.5,3.5,8.13,0,0.59
11945,295,96,2,1.5,2,7.34,0,0.47
11946,316,98,1,1.5,2,7.43,0,0.49
11947,304,97,2,1.5,2,7.64,0,0.47
11948,299,94,1,1,1,7.34,0,0.42
11949,302,99,1,2,2,7.25,0,0.57
11950,313,101,3,2.5,3,8.04,0,0.62
11951,318,107,3,3,3.5,8.27,1,0.74
11952,325,110,4,3.5,4,8.67,1,0.73
11953,303,100,2,3,3.5,8.06,1,0.64
11954,300,102,3,3.5,2.5,8.17,0,0.63
11955,297,98,2,2.5,3,7.67,0,0.59
11956,317,106,2,2,3.5,8.12,0,0.73
11957,327,109,3,3.5,4,8.77,1,0.79
11958,301,104,2,3.5,3.5,7.89,1,0.68
11959,314,105,2,2.5,2,7.64,0,0.7
11960,321,107,2,2,1.5,8.44,0,0.81
11961,322,110,3,4,5,8.64,1,0.85
11962,334,116,4,4,3.5,9.54,1,0.93
11963,338,115,5,4.5,5,9.23,1,0.91
11964,306,103,2,2.5,3,8.36,0,0.69
11965,313,102,3,3.5,4,8.9,1,0.77
11966,330,114,4,4.5,3,9.17,1,0.86
11967,320,104,3,3.5,4.5,8.34,1,0.74
11968,311,98,1,1,2.5,7.46,0,0.57
11969,298,92,1,2,2,7.88,0,0.51
11970,301,98,1,2,3,8.03,1,0.67
11971,310,103,2,2.5,2.5,8.24,0,0.72
11972,324,110,3,3.5,3,9.22,1,0.89
11973,336,119,4,4.5,4,9.62,1,0.95
11974,321,109,3,3,3,8.54,1,0.79
11975,315,105,2,2,2.5,7.65,0,0.39
11976,304,101,2,2,2.5,7.66,0,0.38
11977,297,96,2,2.5,2,7.43,0,0.34
11978,290,100,1,1.5,2,7.56,0,0.47
11979,303,98,1,2,2.5,7.65,0,0.56
11980,311,99,1,2.5,3,8.43,1,0.71
11981,322,104,3,3.5,4,8.84,1,0.78
11982,319,105,3,3,3.5,8.67,1,0.73
11983,324,110,4,4.5,4,9.15,1,0.82
11984,300,100,3,3,3.5,8.26,0,0.62
11985,340,113,4,5,5,9.74,1,0.96
11986,335,117,5,5,5,9.82,1,0.96
11987,302,101,2,2.5,3.5,7.96,0,0.46
11988,307,105,2,2,3.5,8.1,0,0.53
11989,296,97,2,1.5,2,7.8,0,0.49
11990,320,108,3,3.5,4,8.44,1,0.76
11991,314,102,2,2,2.5,8.24,0,0.64
11992,318,106,3,2,3,8.65,0,0.71
11993,326,112,4,4,3.5,9.12,1,0.84
11994,317,104,2,3,3,8.76,0,0.77
11995,329,111,4,4.5,4,9.23,1,0.89
11996,324,110,3,3.5,3.5,9.04,1,0.82
11997,325,107,3,3,3.5,9.11,1,0.84
11998,330,116,4,5,4.5,9.45,1,0.91
11999,312,103,3,3.5,4,8.78,0,0.67
12000,333,117,4,5,4,9.66,1,0.95
12001,337,118,4,4.5,4.5,9.65,1,0.92
12002,324,107,4,4,4.5,8.87,1,0.76
12003,316,104,3,3,3.5,8,1,0.72
12004,322,110,3,3.5,2.5,8.67,1,0.8
12005,314,103,2,2,3,8.21,0,0.65
12006,330,115,5,4.5,3,9.34,1,0.9
12007,321,109,3,3,4,8.2,1,0.75
12008,308,101,2,3,4,7.9,0,0.68
12009,302,102,1,2,1.5,8,0,0.5
12010,323,108,3,3.5,3,8.6,0,0.45
12011,325,106,3,3.5,4,8.4,1,0.52
12012,327,111,4,4,4.5,9,1,0.84
12013,328,112,4,4,4.5,9.1,1,0.78
12014,307,109,3,4,3,8,1,0.62
12015,311,104,3,3.5,2,8.2,1,0.61
12016,314,105,3,3.5,2.5,8.3,0,0.54
12017,317,107,3,4,3,8.7,0,0.66
12018,319,106,3,4,3,8,1,0.65
12019,318,110,3,4,3,8.8,0,0.63
12020,303,102,3,3.5,3,8.5,0,0.62
